Year,Country,City,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
2024,DE,Hamburg N,428.98,327.26,712.69,724.77,790.45,570.68,509.45,421.9,699.65,580.61
2024,DE,Hannover (2),312.99,346.64,426.13,510.26,527,435.05,392.5,350.71,474.61,421.51
2024,DE,Magdeburg,174.74,186.1,211.9,298.6,338.14,196.22,179.12,179.99,261.21,226.4
2024,DE,Munich G,511.37,402.66,405.42,458.64,440.24,305.7,329.45,414.49,402.5,407.64
2024,DE,Nuremberg,71.81,80.2,68.99,113.91,125.25,113.84,67.37,73.12,105.5,91.62
2024,DE,Saarbrücken (2),219.95,267.09,280.96,318.27,396.49,280.96,251.46,246.17,319.17,287.88
2024,DE,Stuttgart,361.61,406.06,492.66,469.96,628.47,356.09,342.84,370.17,486.8,436.81
2024,DK,Aalborg,311.04,347.78,537.16,728.38,773.42,424.04,294.99,317.94,615.75,488.12
2024,DK,Aarhus,180.56,184.72,198.63,514.71,423.5,312.25,196.11,187.13,362.27,287.21
2024,DK,Copenhagen,422.85,472.96,492,844.85,624.58,524.79,457.08,450.96,621.56,548.44
2024,DK,Esbjerg,311.65,324.23,301.15,403.81,524.82,452.16,360.6,332.16,420.49,382.63
2024,DK,Næstved,256.25,243.35,333.84,352.53,348.28,301.59,246.97,248.86,334.06,297.54
2024,DK,Odense,256.75,288.85,462.84,647.18,664.26,273.54,253.02,266.2,511.96,406.63
2024,ES,Barcelona,348.59,337.65,352.74,364.36,390,292.3,360.47,348.9,349.85,349.44
2024,ES,Castellon,580.84,709.6,807.64,945.21,991.51,754.12,475.57,588.67,874.62,752.07
2024,ES,Lleida,1065.15,472.8,465.71,642.69,660.18,598.57,461.91,666.62,591.79,623.86
2024,ES,Santiago,533.53,630.34,586.27,783.42,697.49,515.62,521.88,561.92,645.7,609.79
2024,ES,Tarragona,1327.35,1655.58,1649.44,1580.37,1598.21,1386.56,1182.88,1388.6,1553.64,1482.91
2024,FI,Espoo,108.97,129.32,146.26,219.57,198.17,183.21,124.86,121.05,186.8,158.62
2024,FI,Helsinki,171.52,176.98,190.98,280.57,280.02,279.79,191.86,180.12,257.84,224.53
2024,FI,Huittinen,1.23,2.55,,3.59,3.58,5.81,3.16,2.37,4.32,3.21
2024,FI,Hämeenlinna,37.8,36.65,32.74,58.32,69.08,56.85,38.77,37.74,54.25,47.17
2024,FI,Joensuu,10.98,11.84,19.6,34.59,45.2,27.17,14.76,12.53,31.64,23.45
2024,FI,Jyväskylä,20.51,22.28,29.15,50.15,40.04,21.14,15.59,19.46,35.12,28.41
2024,FI,Kajaani,8.13,13.59,15.12,28.45,23.24,18.29,16.05,12.59,21.27,17.55
2024,FI,Kemi,2.98,2.43,4.29,08.07,8.92,7.97,22.39,9.27,7.31,8.15
2024,FI,Kokkola,3.57,3.6,3.38,2.87,2.64,2.98,2.35,3.17,2.97,03.05
2024,FI,Kotka,30.76,27.3,31.86,54.44,47.28,40.42,31.93,30,43.5,37.71
2024,FI,Kouvola,44.93,29.13,25.38,36.53,42.73,23.71,24.3,32.78,32.09,32.39
2024,FI,Kuopio,19.5,13.95,22.83,41.74,48.68,27.22,18.05,17.16,35.12,27.42
2024,FI,Lahti,80.15,96.9,110.77,148.08,163.84,98.54,79.69,85.58,130.3,111.14
2024,FI,Lappeenranta,6.67,6.76,9.88,12.28,12.08,9.36,5.95,6.46,10.9,9
2024,FI,Mariehamn,9.53,7.69,15.88,17.9,51.04,13.34,6.47,7.9,24.54,17.41
2024,FI,Mikkeli,15.09,24.45,29.04,28.13,26.52,18.91,10.56,16.7,25.65,21.82
2024,FI,Oulu,21.22,25.14,27.47,41.77,39.51,29.44,21.7,22.69,34.55,29.47
2024,FI,Pietarsaari,0.8,0.84,9.71,2.29,1.77,0.37,0.63,0.76,3.53,2.34
2024,FI,Pori,18.85,22.49,17.2,25.11,24.91,21.8,17.4,19.58,22.25,21.11
2024,FI,Porvoo,53.73,30.55,48.27,143.57,115.06,67.1,47.74,44,93.5,72.29
2024,FI,Rauma,23.51,15.33,12.41,37.17,32.01,34.42,17.99,18.94,29.01,24.69
2024,FI,Rovaniemi,12.1,20.07,26.68,14.71,11.97,13.71,10.04,14.07,16.77,15.61
2024,FI,Savonlinna,9.24,9.52,13.08,6.54,9.9,09.08,3.26,7.34,9.65,8.66
2024,FI,Seinäjoki,10.42,11.7,14.7,9.55,19.48,10.48,4.52,8.88,13.55,11.55
2024,FI,Tampere,41.76,67.78,67.19,104.72,122.56,61.75,50.67,53.41,89.05,73.78
2024,FI,Turku,63.24,72.2,78.31,134.95,155.18,78.17,56.44,63.96,111.65,91.21
2024,FI,Vaasa,10.36,13.56,11.87,33.39,43.38,27.8,20.94,14.95,29.11,23.04
2024,FI,Vihti,47.38,94.93,72.24,146.45,101.16,50.55,59.64,67.32,92.6,81.76
2024,GB,Bristol,578.81,634.56,668.69,1317.85,933.55,539.87,791.36,668.24,864.99,780.67
2024,GR,Athens,155.11,162.7,176.56,191.22,222.8,195.57,164.51,160.77,196.54,181.21
2024,HR,Split,254.62,291.25,178.87,271.33,242.45,205.08,187.3,244.39,224.43,232.99
2024,HR,Zagreb,701.45,562.9,629.84,,869.36,610.63,532.24,598.86,703.28,677.38
2024,HU,Budapest,194.37,289.93,281.45,502.95,442.54,276.44,,226.22,375.85,311.72
2024,IE,Dublin,637.81,706.43,802.23,869.41,1117.36,1262.67,732.86,692.37,1012.92,875.54
2024,IS,Reykjavik Klettagarðar,258.44,247.43,461.06,523.85,485.41,326.42,270.02,258.63,449.19,367.52
2024,IT,Bologna,420.55,439.54,541.88,662.32,688.95,483.54,484.06,448.05,594.17,531.55
2024,IT,Bozen,342.07,371.53,437.45,518.36,460.48,374.88,400.8,371.47,447.79,415.08
2024,IT,Milan,373.37,396.61,453.64,,,,369.47,381.89,453.64,402.39
2024,IT,Rome,459.04,460.09,507.07,481.28,532.55,500.23,409.99,443.04,505.28,478.61
2024,LT,Kaunas,212.63,232.17,279.55,402.47,217.66,270.02,165.64,203.48,292.43,254.31
2024,LT,Klaipeda,122.38,117.47,123.84,161.89,242.8,235.68,144.99,128.28,191.05,164.15
2024,LT,Vilnius,141.15,151.68,143.09,120.87,128.9,261.29,236.53,176.45,163.54,169.07
2024,LU,Luxembourg,475.26,395.21,456.44,510.43,586.82,472.86,598.33,489.6,506.63,499.33
2024,LV,Riga,153.17,211.81,209.25,211.81,319.93,195.18,117.53,160.84,234.04,202.67
2024,NL,Amsterdam,1279.78,1153.27,1150.3,1177.34,1361.33,1183.42,1138.49,1190.51,1218.1,1206.28
2024,NL,Eindhoven,629.54,683.21,741.79,869.36,1046.87,986.51,711.92,674.89,911.13,809.89
2024,NL,Groningen,966.04,789.28,821.37,1033.52,1157.57,930.65,830.37,861.9,985.78,932.69
2024,NL,Rotterdam (2),760.99,956.37,845.73,1170.06,1191.46,1196.45,689.39,802.25,1100.93,972.92
2024,NL,Utrecht,572.59,509.88,646.16,792.97,899,722.94,676.27,586.25,765.27,688.55
2024,NL,Zwolle,396.29,396.21,458.65,606.95,591.66,508.25,490.75,427.75,541.38,492.68
2024,NO,Bergen (2),437.37,393.87,489.97,703.94,730.85,,415.88,421.12,641.59,515.61
2024,NO,Oslo (2),519.76,524.27,754.21,847.9,860.89,681.3,516.82,520.28,786.08,672.16
2024,NO,Trondheim (2),159.05,202.26,260.32,403.95,415.99,231.13,177.86,179.72,327.85,264.37
2024,NZ,Auckland,82.78,106.03,112.04,176.41,208.03,127.84,90.63,93.15,156.08,129.11
2024,NZ,Christchurch,36.64,30.03,147.05,81.09,117.33,58.74,37.58,34.75,101.05,72.64
2024,NZ,Queenstown,75.32,77.18,117.71,184.56,229.21,155.97,102.84,85.11,171.86,134.68
2024,NZ,Wellington (M1+M2),55.41,30.15,21.48,61.05,48.54,48.46,20.72,35.43,44.88,40.83
2024,PL,Krakow P,81.82,90.5,110.33,83.95,121.72,87.43,72.17,81.5,100.86,92.56
2024,PT,Almada,313.61,231.61,375.21,379.4,407.41,423.6,379.4,308.21,396.41,358.61
2024,PT,Lisbon,588.62,680.39,693.26,638.62,604.99,527.04,642.62,637.21,615.98,625.08
2024,PT,Porto,254.28,331.23,421.6,443.36,549.45,546.13,362.99,316.17,490.14,415.58
2024,RO,Bucharest,207.96,165.86,158.37,203.78,272.92,227.48,164.39,179.4,215.64,200.11
2024,SE,Gävle,61.79,54.05,64.37,99.51,120.38,76.09,63.33,59.73,90.09,77.08
2024,SE,Karlstad,84.51,87.86,94.34,149.86,150.76,89.62,103.4,91.93,121.15,108.62
2024,SE,Stockholm (2),327.13,318.44,355.39,461.75,502.44,378.74,275.75,307.1,424.58,374.23
2024,SE,Trollhättan,35.58,38.61,61.28,173.82,211.39,96.89,31.73,35.31,135.85,92.76
2024,SE,Växjö,60.85,70.41,80.41,100.74,125.84,65.86,73.01,68.09,93.21,82.45
2024,SI,Domžale-Kamnik,249.47,462.63,338.95,401.62,423.36,348.09,300.06,337.39,378.01,360.6
2024,SI,Koper,718.4,669.26,557.55,630.21,813.43,505.15,689.88,692.52,626.59,654.84
2024,SI,Kranj,256.88,552.6,437.06,593.53,565.3,367.01,320.53,376.67,490.73,441.84
2024,SI,Ljubljana,625.29,612.57,634.86,980.5,710.36,583.65,701.81,646.55,727.34,692.72
2024,SI,Maribor,299.59,327.6,305.9,741.25,817.61,366,277.4,301.53,557.69,447.91
2024,SI,Novo mesto,298.04,224.78,361.56,349.69,368.45,378.46,251.24,258.02,364.54,318.89
2024,SI,Velenje,215.67,197.06,223.97,342.45,352.55,233.23,245.94,219.56,288.05,258.7
2024,SK,Bratislava C,267.39,262.35,284.27,387.2,456.75,320.09,239.5,256.41,362.08,316.79
2024,SK,Piestany,39.8,46.92,47.66,51.12,98.73,77.77,59.88,48.86,68.82,60.27
2024,TR,Ankara,12.44,14.81,13.56,14.32,14.94,12.45,18.14,15.13,13.82,14.38
2024,TR,Istanbul (II-VII),41.16,37.9,33.49,41.04,54.93,51.58,34.21,37.76,45.26,42.05
2024,US,Seattle,738.83,720.29,752.59,906.01,948.48,808.97,652.47,703.86,854.01,789.66
